service_family,capacity_teu,water_factor,policy_key,source_kind,source_run_key,source_commit,demand_fingerprint,solver_backend,completed,requested_request_count,accepted_request_count,processed_booking_count,processed_status_count,ordinary_rejection_count,feasibility_rejection_count,solver_failure_count,requested_volume_teu,accepted_volume_teu,final_barge_volume_teu,truck_volume_teu,gross_revenue,truck_penalty,net_revenue,afr_arc_pct,nfr_arc_pct,afr_weighted_pct,nfr_weighted_pct,afr_sailing_peak_pct,nfr_sailing_peak_pct,vtr_pct,vfb_pct,vob_pct,runtime_seconds,max_actual_capacity_violation
service_family_1,10,1.0,pr,table5_reused_standard_water,service_family_1__capacity_10__pr,88e4d945be8a31da021004050f5b3fa48153706b,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,356,800,20,289,155,0,1076.0,453.0,453.0,0.0,103443.75,0.0,103443.75,82.85714285714285,82.85714285714285,82.85714285714286,82.85714285714286,87.5,87.5,0.0,42.100371747211895,42.100371747211895,1973.9830365600064,0.0
service_family_1,10,0.9,pr,table6_new_reduced_water,service_family_1__capacity_10__water_0p9__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,351,800,20,289,160,0,1076.0,442.0,396.0,46.0,101637.5,6500.0,95137.5,83.63095238095238,75.26785714285714,83.63095238095238,75.26785714285714,87.69841269841271,78.92857142857143,4.275092936802974,36.80297397769517,41.078066914498145,1607.628706111107,0.0
service_family_1,10,0.8,pr,table6_new_reduced_water,service_family_1__capacity_10__water_0p8__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,343,800,20,297,160,0,1076.0,434.0,343.0,91.0,101131.25,14381.25,86750.0,85.04464285714286,68.03571428571429,85.04464285714286,68.03571428571429,87.94642857142857,70.35714285714286,8.45724907063197,31.87732342007435,40.33457249070632,1532.0764542099787,0.0
service_family_1,10,0.7,pr,table6_new_reduced_water,service_family_1__capacity_10__water_0p7__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,346,800,20,293,161,0,1076.0,437.0,299.0,138.0,100937.5,23962.5,76975.0,85.71428571428571,60.0,85.71428571428571,60.0,88.26530612244898,61.78571428571429,12.825278810408921,27.78810408921933,40.613382899628256,1575.1127147700172,0.0
service_family_1,20,1.0,pr,table5_reused_standard_water,service_family_1__capacity_20__pr,88e4d945be8a31da021004050f5b3fa48153706b,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,604,800,20,122,74,0,1076.0,793.0,793.0,0.0,189750.0,0.0,189750.0,75.84821428571429,75.84821428571429,75.84821428571429,75.84821428571429,85.89285714285715,85.89285714285715,0.0,73.69888475836431,73.69888475836431,4482.009635626979,0.0
service_family_1,20,0.9,pr,table6_new_reduced_water,service_family_1__capacity_20__water_0p9__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,596,800,20,131,73,0,1076.0,783.0,732.0,51.0,187850.0,8331.25,179518.75,78.27380952380952,70.44642857142858,78.27380952380952,70.44642857142857,86.1111111111111,77.5,4.739776951672862,68.02973977695167,72.76951672862454,4373.305534994928,0.0
service_family_1,20,0.8,pr,table6_new_reduced_water,service_family_1__capacity_20__water_0p8__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,590,800,20,133,77,0,1076.0,773.0,651.0,122.0,185062.5,19737.5,165325.0,80.02232142857143,64.01785714285715,80.02232142857143,64.01785714285714,86.38392857142857,69.10714285714286,11.338289962825279,60.50185873605948,71.84014869888476,4287.394672289956,0.0
service_family_1,20,0.7,pr,table6_new_reduced_water,service_family_1__capacity_20__water_0p7__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,587,800,20,134,79,0,1076.0,769.0,576.0,193.0,184043.75,33968.75,150075.0,81.95153061224491,57.36607142857143,81.9515306122449,57.36607142857143,86.4795918367347,60.535714285714285,17.936802973977695,53.531598513011154,71.46840148698885,4307.091976579977,0.0
service_family_1,30,1.0,pr,table5_reused_standard_water,service_family_1__capacity_30__pr,88e4d945be8a31da021004050f5b3fa48153706b,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,761,800,20,21,18,0,1076.0,1018.0,1018.0,0.0,238606.25,0.0,238606.25,64.25595238095238,64.25595238095238,64.25595238095238,64.25595238095238,80.11904761904762,80.11904761904762,0.0,94.6096654275093,94.6096654275093,6435.62134824699,0.0
service_family_1,30,0.9,pr,table6_new_reduced_water,service_family_1__capacity_30__water_0p9__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,748,800,20,32,20,0,1076.0,1000.0,983.0,17.0,234893.75,1725.0,233168.75,68.1547619047619,61.339285714285715,68.1547619047619,61.339285714285715,83.06878306878306,74.76190476190476,1.579925650557621,91.35687732342008,92.93680297397769,6398.376759618986,0.0
service_family_1,30,0.8,pr,table6_new_reduced_water,service_family_1__capacity_30__water_0p8__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,746,800,20,29,25,0,1076.0,998.0,922.0,76.0,234031.25,9950.0,224081.25,73.47470238095238,58.7797619047619,73.47470238095238,58.779761904761905,84.22619047619048,67.38095238095238,7.063197026022305,85.68773234200744,92.75092936802974,6401.846973834909,0.0
service_family_1,30,0.7,pr,table6_new_reduced_water,service_family_1__capacity_30__water_0p7__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,738,800,20,35,27,0,1076.0,986.0,825.0,161.0,231793.75,23950.0,207843.75,76.27551020408163,53.39285714285714,76.27551020408163,53.392857142857146,85.37414965986395,59.76190476190475,14.962825278810408,76.6728624535316,91.635687732342,6305.737632984994,0.0
service_family_1,40,1.0,pr,table5_reused_standard_water,service_family_1__capacity_40__pr,88e4d945be8a31da021004050f5b3fa48153706b,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,790,800,20,6,4,0,1076.0,1061.0,1061.0,0.0,248262.5,0.0,248262.5,50.29017857142858,50.29017857142858,50.29017857142857,50.29017857142857,67.76785714285715,67.76785714285715,0.0,98.60594795539033,98.60594795539033,6963.239420594997,0.0
service_family_1,40,0.9,pr,table6_new_reduced_water,service_family_1__capacity_40__water_0p9__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,792,800,20,5,3,0,1076.0,1064.0,1064.0,0.0,249668.75,0.0,249668.75,56.398809523809526,50.75892857142858,56.398809523809526,50.75892857142857,72.32142857142857,65.08928571428572,0.0,98.88475836431226,98.88475836431226,6957.887964091031,0.0
service_family_1,40,0.8,pr,table6_new_reduced_water,service_family_1__capacity_40__water_0p8__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,790,800,20,5,5,0,1076.0,1061.0,1054.0,7.0,248356.25,875.0,247481.25,63.44866071428571,50.75892857142858,63.448660714285715,50.75892857142857,80.13392857142857,64.10714285714285,0.6505576208178439,97.95539033457248,98.60594795539033,6960.277546474012,0.0
service_family_1,40,0.7,pr,table6_new_reduced_water,service_family_1__capacity_40__water_0p7__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,787,800,20,8,5,0,1076.0,1057.0,1002.0,55.0,247487.5,6975.0,240512.5,67.41071428571429,47.1875,67.41071428571429,47.1875,81.88775510204081,57.32142857142858,5.111524163568773,93.12267657992565,98.23420074349443,6953.742943849065,0.0
service_family_2,10,1.0,pr,table5_reused_standard_water,service_family_2__capacity_10__pr,88e4d945be8a31da021004050f5b3fa48153706b,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,609,800,20,120,71,0,1076.0,794.0,794.0,0.0,194206.25,0.0,194206.25,83.03571428571429,83.03571428571429,83.03571428571429,83.03571428571429,89.46428571428572,89.46428571428572,0.0,73.7918215613383,73.7918215613383,4599.55956722697,0.0
service_family_2,10,0.9,pr,table6_new_reduced_water,service_family_2__capacity_10__water_0p9__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,594,800,20,130,76,0,1076.0,774.0,722.0,52.0,189656.25,8431.25,181225.0,82.88690476190476,74.59821428571428,82.88690476190476,74.59821428571429,89.28571428571429,80.35714285714286,4.83271375464684,67.1003717472119,71.93308550185874,4527.456625652965,0.0
service_family_2,10,0.8,pr,table6_new_reduced_water,service_family_2__capacity_10__water_0p8__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,581,800,20,139,80,0,1076.0,757.0,646.0,111.0,186806.25,19531.25,167275.0,83.31473214285714,66.65178571428572,83.31473214285714,66.65178571428571,90.17857142857143,72.14285714285715,10.315985130111525,60.037174721189594,70.35315985130111,4383.178971307003,0.0
service_family_2,10,0.7,pr,table6_new_reduced_water,service_family_2__capacity_10__water_0p7__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,574,800,20,147,79,0,1076.0,749.0,564.0,185.0,183912.5,35068.75,148843.75,84.24744897959184,58.973214285714285,84.24744897959184,58.973214285714285,90.56122448979592,63.39285714285714,17.193308550185872,52.41635687732342,69.6096654275093,4276.0404140020255,0.0
service_family_2,20,1.0,pr,table5_reused_standard_water,service_family_2__capacity_20__pr,88e4d945be8a31da021004050f5b3fa48153706b,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,799,800,20,1,0,0,1076.0,1075.0,1075.0,0.0,252668.75,0.0,252668.75,64.97767857142858,64.97767857142858,64.97767857142857,64.97767857142857,78.66071428571428,78.66071428571428,0.0,99.90706319702602,99.90706319702602,6562.021899873973,0.0
service_family_2,20,0.9,pr,table6_new_reduced_water,service_family_2__capacity_20__water_0p9__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,798,800,20,1,1,0,1076.0,1074.0,1074.0,0.0,252293.75,0.0,252293.75,70.46130952380952,63.41517857142858,70.46130952380952,63.41517857142857,82.53968253968253,74.28571428571429,0.0,99.81412639405204,99.81412639405204,6727.044116895064,0.0
service_family_2,20,0.8,pr,table6_new_reduced_water,service_family_2__capacity_20__water_0p8__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,796,800,20,2,2,0,1076.0,1071.0,1056.0,15.0,251918.75,1900.0,250018.75,75.33482142857143,60.26785714285714,75.33482142857143,60.267857142857146,84.70982142857143,67.76785714285715,1.3940520446096654,98.14126394052045,99.53531598513011,6839.9769188549835,0.0
service_family_2,20,0.7,pr,table6_new_reduced_water,service_family_2__capacity_20__water_0p7__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,790,800,20,6,4,0,1076.0,1062.0,1001.0,61.0,250318.75,8375.0,241943.75,77.42346938775509,54.19642857142857,77.4234693877551,54.19642857142857,86.35204081632652,60.44642857142858,5.669144981412639,93.02973977695167,98.69888475836431,6920.16557705903,0.0
service_family_2,30,1.0,pr,table5_reused_standard_water,service_family_2__capacity_30__pr,88e4d945be8a31da021004050f5b3fa48153706b,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,800,800,20,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,43.67559523809524,43.67559523809524,43.67559523809524,43.67559523809524,56.36904761904762,56.36904761904762,0.0,100.0,100.0,6308.241900334018,0.0
service_family_2,30,0.9,pr,table6_new_reduced_water,service_family_2__capacity_30__water_0p9__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,800,800,20,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,45.80026455026455,41.220238095238095,45.80026455026455,41.220238095238095,61.97089947089947,55.773809523809526,0.0,100.0,100.0,6391.503159883898,0.0
service_family_2,30,0.8,pr,table6_new_reduced_water,service_family_2__capacity_30__water_0p8__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,800,800,20,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,54.371279761904766,43.49702380952381,54.37127976190476,43.49702380952381,69.27083333333333,55.41666666666666,0.0,100.0,100.0,6523.205960753025,0.0
service_family_2,30,0.7,pr,table6_new_reduced_water,service_family_2__capacity_30__water_0p7__pr,01f7b80e4104b5c3fda2b06f7be65fe9033d9cc9,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,800,800,20,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,61.330782312925166,42.93154761904761,61.33078231292517,42.93154761904762,76.36054421768706,53.45238095238095,0.0,100.0,100.0,6508.316243001027,0.0
